ID,identifier,companyname,countryofexchange,gicsindustryname,year,fv,esg,size,lev,lctat,lctlt,chlct,ch,cf,cheat,inventory,fixed,growth,ni,boardmeetings,female,ceo,g_score,e_score,gdpgrowth,gdppercapita,inf,climateriskscore,n_years
495,NVTE.KL,Notion VTec Bhd,Malaysia,"Electronic Equipment, Instruments & Components",2023,0.6009566,26.96,8.0376,0.0709874,0.1883899,0.7372739,0,0.0971072,6727602,0.0890212,0.104239,0.5511289,2.037639,-9591136.7,6,12.5,0,36.3,7.14,3.555487,4.056108,-1.872256,2.376356,3
495,NVTE.KL,Notion VTec Bhd,Malaysia,"Electronic Equipment, Instruments & Components",2024,0.4663552,26.98,8.147725,0.0507231,0.2135715,0.7823974,0,0.1078858,3099733,0.1390242,0.1117351,0.489338,60.96719,10420044,5,12.5,0,34.61,12.15,5.114155,4.07435,0.7825099,1.723287,3
496,OMES.KL,Omesti Bhd,Malaysia,"Electronic Equipment, Instruments & Components",2022,0.1775042,30.47,8.210109,0.424148,0.3693943,0.5170213,0.3871613,0,-1.31E+07,0.1702439,0.0216516,0.0777599,-44.30283,-8187608.8,7,22.22,0,32.98,6.83,8.861822,4.069967,6.403485,0,3
496,OMES.KL,Omesti Bhd,Malaysia,"Electronic Equipment, Instruments & Components",2023,0.2153316,27.96,8.149701,0.3404127,0.3041926,0.6491182,0.2603318,0,-9230014,0.0689077,0.0196195,0.0463524,-16.6177,-14154930,5,16.67,0,31.15,13.45,3.555487,4.056108,-1.872256,1,3
496,OMES.KL,Omesti Bhd,Malaysia,"Electronic Equipment, Instruments & Components",2024,0.4104512,28.77,7.867595,0.5802346,0.4455099,0.5492508,0.2049239,0,-4556193,0.0476808,0.0310961,0.1280228,-6.678916,-54581817,7,16.67,0,29.24,18.55,5.114155,4.07435,0.7825099,1,3
497,PARB.KL,PA Resources Bhd,Malaysia,Metals & Mining,2022,1.032599,10.3,7.78281,0.0780351,0.1585201,0.9397411,0.1066935,0,-3127569,0.0221731,0.235623,0.3239881,38.19032,9874979.6,5,0,0,18.27,7.73,8.861822,4.069967,6.403485,0,3
497,PARB.KL,PA Resources Bhd,Malaysia,Metals & Mining,2023,0.9479197,10.98,7.806453,0.0187375,0.0520708,0.8330327,1.970601,0,5602431,0.1083515,0.2516614,0.2980245,5.982949,6725296.9,5,14.29,0,26.19,6.39,3.555487,4.056108,-1.872256,0,3
497,PARB.KL,PA Resources Bhd,Malaysia,Metals & Mining,2024,0.8089945,17.44,7.875278,0.033338,0.0532147,0.5124543,3.848767,0,8866990,0.239987,0.1828194,0.2813278,21.04823,9699563.1,5,0,0,24.97,9.28,5.114155,4.07435,0.7825099,0,3
498,PARW.KL,Parkwood Holdings Bhd,Malaysia,Real Estate Management & Development,2022,0.3506938,20.22,7.626652,0.141159,0.0538217,0.3025598,1.211313,0,-1830543,0.118798,0.3982098,0.0066645,75.93605,533425,5,16.67,0,29.33,13.08,8.861822,4.069967,6.403485,1.409237,3
498,PARW.KL,Parkwood Holdings Bhd,Malaysia,Real Estate Management & Development,2023,0.3725492,26.78,7.599468,0.1366086,0.0550945,0.2993816,1.631674,0,972224.4,0.1415681,0.3835083,0.0038709,42.7626,-915104.58,5,40,0,54.08,12.38,3.555487,4.056108,-1.872256,1,3
498,PARW.KL,Parkwood Holdings Bhd,Malaysia,Real Estate Management & Development,2024,0.3741254,20.76,7.597635,0.1273188,0.0735295,0.3895252,0.9180394,0,-1103031,0.1140905,0.3672672,0.0039552,-31.6057,-1210239.5,5,40,0,25.32,24.16,5.114155,4.07435,0.7825099,0,3
