"",Identifier,Company Name,Country of Exchange,GICS Industry Name,year,FV,ESG,SIZE,LEV,lctat,lctlt,chlct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDPgrowth,GDPpercapita,INF,ClimateRiskScore
177,HOEX.NS,Hindustan Oil Exploration Company Ltd,India,"Oil, Gas & Consumable Fuels",2024,1.078374586,39.44668441,8.361069581,0.061447684,0.174935514,0.535457556,0.039623198,0.000314619,49912.22937,0.007284746,0.107084462,0.624472692,-45.19963378,17227349.33,7,20.0,FALSE,85.34704076,22.66820502,6.48422363,3.430826821,3.2018101,1.2198443631886586
177,HOEX.NS,Hindustan Oil Exploration Company Ltd,India,"Oil, Gas & Consumable Fuels",2023,1.076968872,42.16484626,8.369452269,0.089205115,0.22332991,0.560872042,0.155893888,0.000143893,-15649694.06,0.036572455,0.021691284,0.651732402,32.11945426,27166142.77,11,14.28571429,TRUE,87.07147178,27.91860114,9.19075493,3.403141173,2.591949545,1.2198443631886586
177,HOEX.NS,Hindustan Oil Exploration Company Ltd,India,"Oil, Gas & Consumable Fuels",2022,1.135948298,36.34916955,8.352578291,0.196833418,0.295189974,0.604801287,0.142745224,0.0000276714,14012122.69,0.116579117,0.043743306,0.683789431,231.5709373,23618330.09,7,14.28571429,TRUE,80.83916116,26.64525692,7.609364978,3.370596035,5.897141859,1.2658478753061226
178,HPCL.NS,Hindustan Petroleum Corp Ltd,India,"Oil, Gas & Consumable Fuels",2024,0.40809421,55.19584277,10.35775345,0.362311486,0.494379306,0.670456026,0.001440105,0.00014157,-54664716.21,0.018245458,0.19679756,0.527370304,-1.453680713,788262141.6,12,15.38461538,TRUE,19.39510681,69.06737189,6.48422363,3.430826821,3.2018101,1.3672371346616452
178,HPCL.NS,Hindustan Petroleum Corp Ltd,India,"Oil, Gas & Consumable Fuels",2023,0.432362665,56.59010079,10.34099543,0.364854269,0.472370137,0.63552605,0.002630472,0.000288617,-638560287.9,0.033254227,0.187184796,0.538496076,-2.384802433,1921368926.0,12,16.66666667,TRUE,24.55745751,68.34724124,9.19075493,3.403141173,2.591949545,1.872978291034144
178,HPCL.NS,Hindustan Petroleum Corp Ltd,India,"Oil, Gas & Consumable Fuels",2022,0.483112037,57.91485665,10.29464296,0.436453487,0.459776207,0.574184154,0.006080127,0.000406556,143051363.2,0.033978976,0.182650709,0.571981548,15.19156272,-849589824.7,12,8.333333333,TRUE,24.98357171,66.23472871,7.609364978,3.370596035,5.897141859,1.6830013816033005
179,HROM.NS,Hero MotoCorp Ltd,India,Automobiles,2024,3.487021429,61.84363404,9.521458221,0.024653826,0.263328487,0.819889277,0.051304311,0.0,-25905207.72,0.267089656,0.078901893,0.204572897,5.634170354,512090111.2,6,30.0,TRUE,75.5484313,54.38401424,6.48422363,3.430826821,3.2018101,2.5487845906974367
179,HROM.NS,Hero MotoCorp Ltd,India,Automobiles,2023,3.686436488,66.67790275,9.496612422,0.023187201,0.269507383,0.833744782,0.08582268,0.0,45424115.18,0.219817116,0.078188216,0.222374362,9.04822304,448969406.1,7,30.0,TRUE,91.29857154,56.787453,9.19075493,3.403141173,2.591949545,2.8983488147103738
179,HROM.NS,Hero MotoCorp Ltd,India,Automobiles,2022,3.933457878,69.62127701,9.464046818,0.023729535,0.251394927,0.828018057,0.037637502,0.0,5511197.663,0.183701307,0.080067216,0.240949232,6.785017863,340786270.7,9,27.27272727,TRUE,88.09529839,57.21981331,7.609364978,3.370596035,5.897141859,2.298638049704519
180,HVEL.NS,Havells India Ltd,India,Electrical Equipment,2024,6.721151563,59.57053921,9.208463057,0.02306688,0.345761332,0.870413919,0.012563982,0.054112377,63329432.42,0.264854718,0.294972776,0.243935114,14.27023057,172058513.8,5,7.142857143,TRUE,53.66461432,78.18227451,6.48422363,3.430826821,3.2018101,1.8303114613883624
180,HVEL.NS,Havells India Ltd,India,Electrical Equipment,2023,7.495731391,64.75215359,9.173659501,0.024384104,0.344501472,0.85903332,0.013261485,0.016834651,-23882423.52,0.268220541,0.282363672,0.23351101,8.972176486,152460707.9,6,7.142857143,TRUE,62.36554334,81.82584629,9.19075493,3.403141173,2.591949545,1.3224650509950109
180,HVEL.NS,Havells India Ltd,India,Electrical Equipment,2022,8.226007004,66.07980728,9.132904129,0.019995626,0.343765236,0.846325786,0.018685765,0.035267051,-37815238.56,0.179860768,0.335026673,0.214320669,11.453257,130444255.1,5,7.142857143,TRUE,74.80522407,81.98144266,7.609364978,3.370596035,5.897141859,1.632130930658119
181,HZNC.NS,Hindustan Zinc Ltd,India,Metals & Mining,2024,5.139663759,75.52127248,9.605981127,0.317976225,0.324702812,0.529153279,0.008572194,0.0,5032182.563,0.26605095,0.05752392,0.611510583,14.90869574,1211585723.0,8,55.55555556,TRUE,79.76343093,67.67785878,6.48422363,3.430826821,3.2018101,2.4780933528146205
181,HZNC.NS,Hindustan Zinc Ltd,India,Metals & Mining,2023,5.156849012,76.07487807,9.609230034,0.257324089,0.319840684,0.57973262,0.004888848,0.0,-719856.0288,0.278482618,0.059536805,0.580233073,-16.36185802,930893821.2,6,44.44444444,TRUE,78.67456217,68.47675605,9.19075493,3.403141173,2.591949545,2.164737184451848
181,HZNC.NS,Hindustan Zinc Ltd,India,Metals & Mining,2022,4.76254006,78.99984948,9.635164024,0.334987453,0.49209124,0.774484136,0.003380508,0.0,-186587147.0,0.204928911,0.053824682,0.557334987,6.999181789,1248539435.0,7,50.0,TRUE,83.99934157,71.59507956,7.609364978,3.370596035,5.897141859,2.3393877438707555
182,IFBI.NS,IFB Industries Ltd,India,Household Durables,2024,2.440409706,29.92344829,8.44076174,0.106073074,0.535820022,0.833488384,0.086490509,0.0,628437.6829,0.14477048,0.284040685,0.283535939,11.91429342,13915740.2,8,7.692307692,TRUE,15.13132083,43.42192613,6.48422363,3.430826821,3.2018101,2.229581164116809
182,IFBI.NS,IFB Industries Ltd,India,Household Durables,2023,2.624220586,23.08923672,8.417509052,0.075300832,0.572903812,0.854074054,0.083191198,0.0,3343731.254,0.141336896,0.247358691,0.275398089,4.278682827,6041991.602,8,7.142857143,TRUE,11.50841626,25.18170688,9.19075493,3.403141173,2.591949545,1.8385334303334544
182,IFBI.NS,IFB Industries Ltd,India,Household Durables,2022,2.673315653,21.64918848,8.408960818,0.167534496,0.54061392,0.791318122,0.066745101,0.0,690116.8452,0.084717785,0.272020467,0.315831193,13.47005227,1818403.116,6,7.142857143,TRUE,6.603765131,21.18800852,7.609364978,3.370596035,5.897141859,1.6035418880713803
183,IGAS.NS,Indraprastha Gas Ltd,India,Gas Utilities,2024,1.819102415,27.11831183,9.260893295,0.006000118,0.276873777,0.868793034,0.0,0.145389106,-8709186.659,0.263587531,0.00312938,0.558953134,3.917550339,200469280.3,12,0.0,TRUE,8.569876859,31.31606765,6.48422363,3.430826821,3.2018101,1.181579181361437
183,IGAS.NS,Indraprastha Gas Ltd,India,Gas Utilities,2023,1.975582956,30.02548723,9.231992771,0.005708174,0.286922045,0.889554113,0.029066034,0.007064014,13608878.22,0.235017416,0.003918436,0.561659105,-2.353166973,237960407.9,19,9.090909091,TRUE,22.65007943,26.66983924,9.19075493,3.403141173,2.591949545,1.311500506298772
183,IGAS.NS,Indraprastha Gas Ltd,India,Gas Utilities,2022,2.162140393,31.0008136,9.186511785,0.006556933,0.335432629,0.902434762,0.014682613,0.003441261,3725657.254,0.152254207,0.004024311,0.566752857,69.88694015,199567916.3,12,10.0,TRUE,27.36629122,23.39207318,7.609364978,3.370596035,5.897141859,1.5130534248832654
184,INDG.NS,Indigo Paints Ltd,India,Chemicals,2022,4.785190784,33.1850012,8.111302197,0.011167345,0.248756269,0.925051677,0.162106886,0.004066864,1417551.12,0.179600129,0.114661943,0.456620085,9.448104929,16058836.42,4,37.5,TRUE,78.86472696,22.81573888,7.609364978,3.370596035,5.897141859,1.406028220566358
185,INED.NS,Info Edge (India) Ltd,India,Interactive Media & Services,2024,2.060254807,71.16839218,9.699440881,0.006250586,0.040471765,0.220001126,0.070344742,0.003301462,-8065418.373,0.114826349,0.0,0.008549906,9.587873664,190809245.2,6,18.18181818,TRUE,86.28418556,22.79148707,6.48422363,3.430826821,3.2018101,1.7086270110355182
185,INED.NS,Info Edge (India) Ltd,India,Interactive Media & Services,2023,2.400069131,70.36664741,9.636491097,0.006826834,0.041440958,0.256606603,0.125423398,0.003998469,-3527174.565,0.245548446,0.0,0.008746519,6.583872605,71332093.58,12,25.0,TRUE,84.12252415,22.51242646,9.19075493,3.403141173,2.591949545,1.3655270135620232
185,INED.NS,Info Edge (India) Ltd,India,Interactive Media & Services,2022,5.047022882,65.14266891,9.307022361,0.006461409,0.080967214,0.413496103,0.119164113,0.012037599,19004746.84,0.158852582,0.0,0.010843323,36.37323857,-8575827.653,13,20.0,TRUE,81.63481006,29.82857196,7.609364978,3.370596035,5.897141859,1.3782944613903043
186,INFY.NS,Infosys Ltd,India,IT Services,2024,4.153133764,91.11194798,10.24119138,0.055250734,0.287771234,0.807196006,0.0,0.161386943,1131538912.0,0.26175943,0.002773618,0.126948416,3.458316121,3130485664.0,6,22.22222222,TRUE,94.9660092,76.73173769,6.48422363,3.430826821,3.2018101,1.908446515459098
186,INFY.NS,Infosys Ltd,India,IT Services,2023,4.385485759,91.08678714,10.21838773,0.060654215,0.281495349,0.780594793,0.0,0.104764393,313497300.5,0.221547903,0.002583192,0.139427054,3.208508175,3149130174.0,8,12.5,TRUE,94.70960136,76.68262454,9.19075493,3.403141173,2.591949545,1.6859815190272365
186,INFY.NS,Infosys Ltd,India,IT Services,2022,4.610956052,92.59441453,10.18507544,0.065961404,0.311454823,0.777361186,0.0,0.076810581,-644961051.6,0.148700556,0.0,0.163063521,11.46481287,2934274586.0,8,25.0,TRUE,97.2403388,76.93348366,7.609364978,3.370596035,5.897141859,2.458716152711233
187,INIR.NS,Indian Railway Catering and Tourism Corporation Ltd,India,Commercial Services & Supplies,2024,8.230656885,38.22227142,8.900762452,0.013206384,0.412230454,0.893768738,0.134682517,0.0,-38482270.33,0.363457224,0.001646954,0.11958019,6.784409089,153879730.8,7,0.0,TRUE,24.68871886,39.20454545,6.48422363,3.430826821,3.2018101,2.04842460033608
187,INIR.NS,Indian Railway Catering and Tourism Corporation Ltd,India,Commercial Services & Supplies,2023,9.02209662,43.18803327,8.863794781,0.009907874,0.43204774,0.919723019,0.268398991,0.0,33292573.49,0.440885124,0.001800165,0.124090476,18.85485681,133302615.5,8,14.28571429,TRUE,28.46381848,33.80496138,9.19075493,3.403141173,2.591949545,1.5721377989766836
187,INIR.NS,Indian Railway Catering and Tourism Corporation Ltd,India,Commercial Services & Supplies,2022,10.72341195,46.61147789,8.791951436,0.016538846,0.469930978,0.916107455,0.179330687,0.0,7380878.773,0.464992107,0.001888378,0.069841373,74.1585816,122429539.9,8,14.28571429,TRUE,26.15207146,50.23415978,7.609364978,3.370596035,5.897141859,1.7543526610244804
188,INMR.NS,Indiamart Intermesh Ltd,India,Trading Companies & Distributors,2024,3.758775257,60.2905751,8.684625312,0.007992143,0.295512358,0.626954493,0.059597808,0.000164986,-1324751.317,0.812425621,0.0,0.00802093,13.15613794,64446811.0,5,12.5,TRUE,62.55171442,51.37756554,6.48422363,3.430826821,3.2018101,1.369658197066758
188,INMR.NS,Indiamart Intermesh Ltd,India,Trading Companies & Distributors,2023,4.367901332,59.89122348,8.616737598,0.011792311,0.309549693,0.623369844,0.044026589,0.01096241,3203119.376,0.664797686,0.0,0.014118761,19.7168325,40066346.73,4,14.28571429,TRUE,60.94102089,58.04683776,9.19075493,3.403141173,2.591949545,1.1513950614430082
188,INMR.NS,Indiamart Intermesh Ltd,India,Trading Companies & Distributors,2022,4.377267032,45.77874726,8.622482149,0.013327411,0.24851987,0.617585695,0.0,0.016868575,1041747.809,0.729930712,0.0,0.015754958,20.81667021,34545642.65,5,16.66666667,TRUE,48.19641415,33.02515626,7.609364978,3.370596035,5.897141859,2.1851791160997305
189,INUS.NS,Indus Towers Ltd,India,Diversified Telecommunication Services,2024,1.394797472,66.7194153,9.868800185,0.334901583,0.154927482,0.319080331,0.015296113,0.027012737,10134581.63,0.126164593,0.004397643,0.710922239,2.733889623,1162282036.0,7,13.33333333,TRUE,75.50239079,59.67854735,6.48422363,3.430826821,3.2018101,2.936746142762789
189,INUS.NS,Indus Towers Ltd,India,Diversified Telecommunication Services,2023,1.593618121,59.90495852,9.826254411,0.36749386,0.181795889,0.352303946,0.005818934,0.0000715978,4883023.395,0.001335536,0.00333467,0.710767959,-0.667804371,724199160.2,9,14.28571429,TRUE,85.08372599,47.77055626,9.19075493,3.403141173,2.591949545,2.72795363388381
189,INUS.NS,Indus Towers Ltd,India,Diversified Telecommunication Services,2022,1.883605912,62.49997878,9.753468188,0.411937113,0.175271191,0.320576211,0.002744156,0.0,-116577409.9,0.005739283,0.002164372,0.70245682,-5.402439758,248296007.8,5,15.38461538,TRUE,86.63685548,48.44584287,7.609364978,3.370596035,5.897141859,2.9475443876792005
190,INGL.NS,Interglobe Aviation Ltd,India,Passenger Airlines,2024,1.968939072,64.81262436,10.1321596,0.576724633,0.295379542,0.32136843,0.013741386,0.005204435,44212990.05,0.518857558,0.018002736,0.446744962,14.38626913,849432416.6,15,12.5,FALSE,74.73811823,62.39311431,6.48422363,3.430826821,3.2018101,1.6307207757920874
190,INGL.NS,Interglobe Aviation Ltd,India,Passenger Airlines,2023,2.736132706,50.10170687,9.994095727,0.623658513,0.374563684,0.383884496,0.019574868,0.001122731,-68709178.16,0.537953472,0.009006718,0.439107024,24.74749227,980500060.0,13,12.5,0,61.08886808,39.13027332,9.19075493,3.403141173,2.591949545,2.339991074220422
190,INGL.NS,Interglobe Aviation Ltd,India,Passenger Airlines,2022,3.740971064,52.82577485,9.85743981,0.758058986,0.403096484,0.364605354,0.027341328,0.010408127,30749756.57,0.470281847,0.010964019,0.467259567,93.97283158,-37218719.57,13,25.0,TRUE,76.90720157,35.86317723,7.609364978,3.370596035,5.897141859,1.9945711307281777
191,IOC.NS,Indian Oil Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2024,0.377586973,69.655847,10.77318199,0.300415188,0.454980078,0.719815857,0.00272303,0.0000891753,-67105909.89,0.026854752,0.224671322,0.534464491,-4.878630945,1613672323.0,15,12.5,0,31.80994143,83.90218716,6.48422363,3.430826821,3.2018101,1.880132910186723
191,IOC.NS,Indian Oil Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2023,0.38991913,68.19329547,10.76246748,0.274954412,0.448633868,0.723890353,0.004537857,0.000548509,30022795.44,0.029296435,0.251628093,0.517197416,-8.698250086,5178302340.0,12,6.666666667,0,27.38893576,86.78591954,9.19075493,3.403141173,2.591949545,2.017757672499394
191,IOC.NS,Indian Oil Corporation Ltd,India,"Oil, Gas & Consumable Fuels",2022,0.420936883,69.34949325,10.73048514,0.33726703,0.467829057,0.684271339,0.00314466,0.000784459,-21937682.57,0.027287973,0.274173677,0.507296253,19.30212801,1424569133.0,9,12.5,0,30.75457817,84.74922146,7.609364978,3.370596035,5.897141859,1.5559127380119755
192,IONX.NS,Ion Exchange (India) Ltd,India,Commercial Services & Supplies,2024,1.733671755,65.58321063,8.543512207,0.108003258,0.491525515,0.825243688,0.055942252,0.018119138,-508613.2241,0.116044039,0.117349728,0.229386432,13.71436628,24371538.91,8,8.333333333,FALSE,61.38300984,56.90300569,6.48422363,3.430826821,3.2018101,1.8689560136160783
192,IONX.NS,Ion Exchange (India) Ltd,India,Commercial Services & Supplies,2023,2.141858952,64.57721252,8.468147939,0.062224735,0.514044945,0.879581071,0.080506476,0.020777628,-2605734.853,0.187272736,0.111311004,0.163631009,16.32075793,23437600.48,6,9.090909091,TRUE,65.1356221,43.15302144,9.19075493,3.403141173,2.591949545,2.050290166472033
192,IONX.NS,Ion Exchange (India) Ltd,India,Commercial Services & Supplies,2023,2.141858952,64.57721252,8.468147939,0.062224735,0.514044945,0.879581071,0.080506476,0.020777628,-2605734.853,0.187272736,0.111311004,0.163631009,16.32075793,23437600.48,6,9.090909091,TRUE,65.1356221,43.15302144,9.19075493,3.403141173,2.591949545,1.996789421858082
192,IONX.NS,Ion Exchange (India) Ltd,India,Commercial Services & Supplies,2022,2.651891434,44.29526116,8.373173758,0.030530399,0.541894498,0.950029544,0.055121686,0.059789346,764130.964,0.192451288,0.123757554,0.127282961,16.56331791,23730075.46,6,10.0,TRUE,56.3239257,18.24259341,7.609364978,3.370596035,5.897141859,1.251619900184572
193,IPCA.NS,IPCA Laboratories Ltd,India,Pharmaceuticals,2024,3.018207404,54.28847409,9.138715566,0.115873832,0.202900375,0.495879138,0.053783809,0.003301716,19758923.35,0.097096239,0.221027928,0.398394633,13.17128327,92162668.23,8,22.22222222,TRUE,64.66749297,35.05331528,6.48422363,3.430826821,3.2018101,1.4962203928158455
193,IPCA.NS,IPCA Laboratories Ltd,India,Pharmaceuticals,2023,3.04454611,51.83869745,9.124467453,0.129567041,0.21219535,0.493939095,0.058918171,0.006316389,-98763047.39,0.096596253,0.226275709,0.420063272,21.63108281,63492501.5,6,12.5,TRUE,69.16833939,27.50680645,9.19075493,3.403141173,2.591949545,1.6885826264156072
193,IPCA.NS,IPCA Laboratories Ltd,India,Pharmaceuticals,2022,3.92475156,47.91003029,9.021170672,0.17171298,0.209335728,0.64854673,0.05076918,0.135185703,71573758.52,0.264184702,0.205555485,0.312363284,-1.04867908,59874634.86,7,12.5,TRUE,71.49013069,20.31138311,7.609364978,3.370596035,5.897141859,1.858067954773094
194,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2024,0.777826912,26.13031005,9.358796224,0.220228899,0.370175009,0.547656562,0.0,0.244944491,11709771.8,0.421115613,0.004652871,0.101356059,-14.88742534,85176126.39,9,20.0,TRUE,14.11315494,22.11954712,6.48422363,3.430826821,3.2018101,2.471105085396898
194,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2023,0.867942708,26.51442474,9.320943333,0.147282713,0.402117218,0.605964133,0.0,0.285599769,-18995800.84,0.479525914,0.002733761,0.043806064,17.23516474,111518896.2,8,18.18181818,TRUE,10.6860407,25.48443094,9.19075493,3.403141173,2.591949545,2.0193120397787645
194,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2022,0.974952676,16.51627316,9.276717357,0.096845157,0.467607151,0.703609084,0.096407763,0.10540194,131492210.3,0.335567629,0.012162926,0.013764869,29.79096773,93138997.08,9,11.11111111,TRUE,3.692736356,19.48532949,7.609364978,3.370596035,5.897141859,2.0070437837971857
194,IRCN.NS,Ircon International Ltd,India,Construction & Engineering,2022,0.974952676,16.51627316,9.276717357,0.096845157,0.467607151,0.703609084,0.096407763,0.10540194,131492210.3,0.335567629,0.012162926,0.013764869,29.79096773,93138997.08,9,11.11111111,TRUE,3.692736356,19.48532949,7.609364978,3.370596035,5.897141859,1.8907255507900207
195,ISGE.NS,Isgec Heavy Engineering Ltd,India,Machinery,2024,0.882362575,22.60757579,8.973622904,0.107008997,0.540864775,0.820214925,0.021236195,0.006731774,-5792147.455,0.032028094,0.183732006,0.122707724,0.741903017,41626892.92,5,12.5,TRUE,20.46281255,25.7546275,6.48422363,3.430826821,3.2018101,2.373422432738907
196,ITC.NS,ITC Ltd,India,Tobacco,2024,5.594173899,84.34341038,10.0132179,0.003233486,0.162719938,0.793666112,0.029119352,0.002299903,22682270.33,0.217622814,0.179770891,0.216803639,7.735203739,2344818022.0,6,18.75,TRUE,63.74824714,95.85678426,6.48422363,3.430826821,3.2018101,1.0
196,ITC.NS,ITC Ltd,India,Tobacco,2023,5.184341101,82.70855913,10.04206082,0.003307663,0.149090412,0.790477136,0.035589172,0.001510027,22875824.84,0.158963643,0.155760406,0.292646344,-4.811584888,2422413917.0,6,12.5,TRUE,57.61484632,96.30646724,9.19075493,3.403141173,2.591949545,1.2520633457793402
196,ITC.NS,ITC Ltd,India,Tobacco,2022,5.465821634,84.61132185,10.01924667,0.003566947,0.159978263,0.821355809,0.033354416,0.0000591503,16946202.53,0.214836185,0.138725158,0.290822116,8.411043593,2370584226.0,6,12.5,TRUE,68.28920421,95.60203708,7.609364978,3.370596035,5.897141859,2.0986807225550894
197,JAIC.NS,Jai Corp Ltd,India,Containers & Packaging,2024,1.429260414,26.87033496,8.23475061,0.0,0.016719946,0.398473034,0.1736649,0.0,102984.2013,0.106846247,0.140712012,0.061167874,9.051824017,7820947.923,5,37.5,TRUE,84.71353349,4.72642892,6.48422363,3.430826821,3.2018101,1.6993823475259873
197,JAIC.NS,Jai Corp Ltd,India,Containers & Packaging,2023,1.366084299,27.80685707,8.27038614,0.0,0.018058616,0.416893421,0.120419352,0.003379424,-21955.60888,0.158979685,0.138172542,0.064853252,-23.19868688,6340935.813,6,37.5,TRUE,88.58742653,4.673913043,9.19075493,3.403141173,2.591949545,1.6993823475259873
197,JAIC.NS,Jai Corp Ltd,India,Containers & Packaging,2022,1.420195148,27.85681137,8.262732166,0.002054302,0.021126069,0.437311591,0.159664236,0.0,-651351.0224,0.11028281,0.14023975,0.073469855,-23.75216353,-1650036.514,5,37.5,TRUE,87.9351907,3.061594203,7.609364978,3.370596035,5.897141859,1.692826228869468
198,JAIR.NS,Jain Irrigation Systems Ltd,India,Machinery,2024,0.292991938,65.12066692,9.12706573,0.349254581,0.358530282,0.704209912,0.0,0.008829384,-837916.9105,0.053344145,0.161640873,0.370908364,-8.015958061,3006436.513,6,15.38461538,TRUE,65.8338825,66.11409627,6.48422363,3.430826821,3.2018101,2.842353908004294
198,JAIR.NS,Jain Irrigation Systems Ltd,India,Machinery,2023,0.298397078,54.78213392,9.128222177,0.360823092,0.355255239,0.69110521,0.021780871,0.0000778733,-3617156.569,0.009180665,0.222152138,0.364121635,5.130528231,10919016.2,7,16.66666667,TRUE,72.14688874,32.11547596,9.19075493,3.403141173,2.591949545,2.9946200301920176
198,JAIR.NS,Jain Irrigation Systems Ltd,India,Machinery,2022,0.308188755,51.85096385,9.126867852,0.360478887,0.38301594,0.723854283,0.026566672,0.000518111,-22160296.98,0.00981178,0.215913394,0.365111077,12.52356405,-14700219.08,6,16.66666667,TRUE,56.07612469,32.36324657,7.609364978,3.370596035,5.897141859,1.9718788944283487
199,JAPR.NS,Jaiprakash Power Ventures Ltd,India,Independent Power and Renewable Electricity Producers,2024,0.678370519,37.29772379,9.318356454,0.212433092,0.088973664,0.287488191,0.058731713,0.044957719,100819192.5,0.088013427,0.06127204,0.717358987,-21.21653453,95207723.82,5,20.0,TRUE,72.16584739,20.61065759,6.48422363,3.430826821,3.2018101,2.2899699544152243
199,JAPR.NS,Jaiprakash Power Ventures Ltd,India,Independent Power and Renewable Electricity Producers,2023,0.704845841,27.85339562,9.31722258,0.245389455,0.103313998,0.30633658,0.017363384,0.0,-3307738.452,0.054519311,0.059025259,0.755069995,15.19970574,122609478.1,4,16.66666667,TRUE,60.94102089,12.1043938,9.19075493,3.403141173,2.591949545,1.8852540232808184
199,JAPR.NS,Jaiprakash Power Ventures Ltd,India,Independent Power and Renewable Electricity Producers,2022,0.703029039,28.89348056,9.323564876,0.275064511,0.149293297,0.376564684,0.022675553,1.15559e-6,-405306.7186,0.009601706,0.072547515,0.78660599,15.59754021,6745374.878,6,16.66666667,TRUE,67.79122376,11.08588898,7.609364978,3.370596035,5.897141859,1.460220700293234
200,JAYN.NS,Jayaswal Neco Industries Ltd,India,Metals & Mining,2024,0.970218966,34.79469502,8.82731011,0.479079494,0.162034074,0.276394139,0.167458373,0.0,7762785.255,0.024910527,0.245644094,0.600496393,-1.369612787,13186495.03,6,8.333333333,TRUE,35.62279855,31.42993451,6.48422363,3.430826821,3.2018101,1.561721607334829
200,JAYN.NS,Jayaswal Neco Industries Ltd,India,Metals & Mining,2023,0.906242092,35.51345654,8.864458525,0.530249538,0.122363649,0.194537461,0.119836882,0.0,2093017.397,0.014568404,0.285558893,0.571362652,-7.788631302,25192897.42,4,8.333333333,TRUE,61.49339066,28.97236255,9.19075493,3.403141173,2.591949545,1.6306341645143654
200,JAYN.NS,Jayaswal Neco Industries Ltd,India,Metals & Mining,2022,0.917554175,25.70953678,8.86734674,0.563967935,0.65498396,0.99230639,0.018161687,0.034798645,-13371616.36,0.041684497,0.212041555,0.590919593,-1.659171263,27613644.11,6,8.333333333,TRUE,40.03275919,24.97876905,7.609364978,3.370596035,5.897141859,1.711676387638931
201,JBCH.NS,J B Chemicals and Pharmaceuticals Ltd,India,Pharmaceuticals,2024,6.137683063,37.83666171,8.699100055,0.006525793,0.147957817,0.752368601,0.125076877,0.008423457,3145219.427,0.109918997,0.128160469,0.153644727,9.687123639,77189210.06,6,16.66666667,TRUE,15.57069167,27.0607723,6.48422363,3.430826821,3.2018101,2.121546828307609
201,JBCH.NS,J B Chemicals and Pharmaceuticals Ltd,India,Pharmaceuticals,2023,6.521243005,28.97640756,8.680516277,0.0945528,0.217375681,0.810821707,0.074535308,0.005884039,1353413.317,0.127487202,0.128637168,0.158953955,9.054658546,66302075.58,9,16.66666667,TRUE,14.66858275,19.90971679,9.19075493,3.403141173,2.591949545,2.157014705068256
201,JBCH.NS,J B Chemicals and Pharmaceuticals Ltd,India,Pharmaceuticals,2022,7.239758272,33.21071973,8.63604118,0.161076827,0.156012799,0.516478618,0.090220332,0.007572532,2481779.455,0.095381141,0.124955506,0.162195607,20.0120139,49903274.1,10,16.66666667,TRUE,20.88468636,28.76579203,7.609364978,3.370596035,5.897141859,1.5598196127980746
202,JBMA.NS,JBM Auto Ltd,India,Automobile Components,2024,2.437219114,29.54699326,8.835421185,0.449642216,0.529040999,0.687861405,0.016388933,0.008547454,7259227.618,0.041213384,0.108834043,0.2656632,6.557700559,25117764.77,4,14.28571429,TRUE,33.10553814,28.46595219,6.48422363,3.430826821,3.2018101,1.722715383906408
202,JBMA.NS,JBM Auto Ltd,India,Automobile Components,2023,2.945282242,14.08771576,8.766159743,0.437189556,0.579704403,0.762793408,0.013718853,0.0,1158380.324,0.020731075,0.158623122,0.329013707,28.00981962,23242363.53,5,14.28571429,TRUE,21.494585,7.812738368,9.19075493,3.403141173,2.591949545,1.99430829601664
202,JBMA.NS,JBM Auto Ltd,India,Automobile Components,2022,4.015089419,16.48655004,8.634074701,0.481435025,0.490886932,0.692435741,0.016718287,0.0,-283471.2756,0.020198498,0.130760395,0.449274214,11.60322076,15230221.52,5,14.28571429,TRUE,23.23719859,4.452376016,7.609364978,3.370596035,5.897141859,2.2243339119381456
203,JCHA.NS,Johnson Controls-Hitachi Air Conditioning India Ltd,India,Household Durables,2024,2.547526608,46.35581079,8.323360134,0.02336633,0.596441693,0.926531916,0.001518964,0.0754459,7671152.721,0.0808547,0.432038106,0.188714796,40.13226968,6884727.911,5,16.66666667,TRUE,29.27372571,69.01217528,6.48422363,3.430826821,3.2018101,2.729050920086415
203,JCHA.NS,Johnson Controls-Hitachi Air Conditioning India Ltd,India,Household Durables,2023,2.743535293,43.50976332,8.298474562,0.029012443,0.584261595,0.901326507,0.003470178,0.041310146,5980803.839,0.039581243,0.396441028,0.226867887,-20.68131542,-9083383.323,6,14.28571429,TRUE,27.74114758,62.88557737,9.19075493,3.403141173,2.591949545,2.0003501386826628
203,JCHA.NS,Johnson Controls-Hitachi Air Conditioning India Ltd,India,Household Durables,2022,2.483013682,39.67193928,8.337850368,0.10791741,0.561498163,0.88920862,0.006900397,0.008408858,-1032132.425,0.011314067,0.487613148,0.21662315,2.026988089,-9997565.725,4,16.66666667,TRUE,41.10558888,39.04687251,7.609364978,3.370596035,5.897141859,2.1028398690894217
