path_to_file,year,company_name,Identifier,ClimateRiskScore,Index,Identifier,Company Name,Country of Exchange,GICS Industry Name,Year,FV,ESG,SIZE,LEV,lctat,lctlt,chlct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDPgrowth,GDPpercapita,INF
Giang/SNDO.NS/SNDO.NS 2021,2021,Sundrop Brands Ltd,SNDO.NS,1.5064855302431244,318.0,SNDO.NS,Sundrop Brands Ltd,India,Food Products,2021.0,4.3515074,0.0,7.9112114,0.0807244,0.2114429,0.8355465,0.0414023,0.0,-821460.4737199,0.0095608,0.2616552,0.4802521,-1.0411055,3405339.0319546,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Giang/SNDO.NS/SNDO.NS 2019,2019,Sundrop Brands Ltd,SNDO.NS,0.0,318.0,SNDO.NS,Sundrop Brands Ltd,India,Food Products,2019.0,5.5000823,0.0,7.8282085,0.0410968,0.1360305,0.7006621,0.0726698,0.0,83097.7128217,0.0371177,0.1537567,0.4902123,-6.8520088,4493117.2261824,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Giang/SCHE.NS/SCHE.NS 2024,2024,Schaeffler India Ltd,SCHE.NS,2.15999583742644,310.0,SCHE.NS,Schaeffler India Ltd,India,Machinery,2024.0,8.7415772,69.4277686,8.9055324,0.0080678,0.2161931,0.960962,0.0520483,0.056152,46079668.9809945,0.2092610,0.2178247,0.3294183,10.3986339,109738878.369217,6.0,33.3333333,1,84.0092285,55.1640548,6.4842236,3.4308268,3.2018101
Giang/SNFS.NS/SNFS.NS 2024,2024,Sundram Fasteners Ltd,SNFS.NS,0.0,319.0,SNFS.NS,Sundram Fasteners Ltd,India,Automobile Components,2024.0,3.5981522,38.6759093,8.8108371,0.1489717,0.257475,0.8287053,0.0256945,3.08e-05,1665301.3458163,0.0152731,0.2023785,0.4408133,2.5192927,63399648.9174956,5.0,50.0,1,62.9068934,25.5181749,6.4842236,3.4308268,3.2018101
Giang/SNDO.NS/SNDO.NS 2022,2022,Sundrop Brands Ltd,SNDO.NS,1.641998401597327,318.0,SNDO.NS,Sundrop Brands Ltd,India,Food Products,2022.0,4.6161116,27.5160675,7.8909825,0.0970465,0.1989036,0.8302706,0.0528626,0.0,158836.4167478,0.0100360,0.2598493,0.4958816,-14.3614662,1834956.1830575,4.0,14.2857143,1,49.3710171,17.6984677,7.609365,3.370596,5.8971419
Giang/SNDO.NS/SNDO.NS 2023,2023,Sundrop Brands Ltd,SNDO.NS,1.6070934452837475,318.0,SNDO.NS,Sundrop Brands Ltd,India,Food Products,2023.0,4.6608259,35.1044311,7.887302,0.0653224,0.1816733,0.8183589,0.1110902,0.0,750569.8860228,0.0200118,0.2267436,0.5216495,-11.8723232,1248950.209958,4.0,11.1111111,1,50.8004279,19.8552771,9.1907549,3.4031412,2.5919495
Giang/SNFS.NS/SNFS.NS 2018,2018,Sundram Fasteners Ltd,SNFS.NS,1.2664831831128875,319.0,SNFS.NS,Sundram Fasteners Ltd,India,Automobile Components,2018.0,4.4051584,0.0,8.7286025,0.268718,0.3545723,0.7162408,0.0142871,0.0003537,-1529343.7409656,0.0074823,0.1856126,0.4588942,9.6704703,66344319.1673894,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Giang/SNFS.NS/SNFS.NS  2019,2019,Sundram Fasteners Ltd,SNFS.NS,1.1884404024498323,319.0,SNFS.NS,Sundram Fasteners Ltd,India,Automobile Components,2019.0,5.175989,0.0,8.6732443,0.2583288,0.2991879,0.6834353,0.0369921,0.0004535,2765056.4825508,0.0109011,0.1631939,0.5601505,-24.9846107,38121407.6168479,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Giang/SNFS.NS/SNFS.NS 2020,2020,Sundram Fasteners Ltd,SNFS.NS,1.3175126693678556,319.0,SNFS.NS,Sundram Fasteners Ltd,India,Automobile Components,2020.0,4.4718421,0.0,8.7302466,0.1807161,0.2913647,0.7234177,0.0208639,0.0002723,-2179471.4029834,0.0110111,0.1739908,0.5152573,0.8187213,49593229.1453026,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Giang/SNFS.NS/SNFS.NS 2021,2021,Sundram Fasteners Ltd,SNFS.NS,1.9221824200521465,319.0,SNFS.NS,Sundram Fasteners Ltd,India,Automobile Components,2021.0,4.2245895,0.0,8.7516169,0.1801236,0.2920029,0.7522987,0.0291129,1.17e-05,1516441.0669632,0.0138704,0.1945441,0.478256,29.6143388,60846045.0004875,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Giang/SNFS.NS/SNFS.NS 2022,2022,Sundram Fasteners Ltd,SNFS.NS,1.5015469395129717,319.0,SNFS.NS,Sundram Fasteners Ltd,India,Automobile Components,2022.0,4.2650616,27.2948771,8.750394,0.1579214,0.275219,0.791158,0.0449745,6.27e-05,2563291.1392405,0.0185987,0.205519,0.4507211,6.7181092,60899464.459591,6.0,44.4444444,1,69.7993475,15.0178214,7.609365,3.370596,5.8971419
Giang/SNFS.NS/SNFS.NS 2023,2023,Sundram Fasteners Ltd,SNFS.NS,1.773035301580985,319.0,SNFS.NS,Sundram Fasteners Ltd,India,Automobile Components,2023.0,3.9387623,30.9309065,8.777067,0.1296053,0.2571519,0.818223,0.0175084,1e-05,-4201559.6880624,0.0145224,0.1949612,0.4518826,-1.3657450,63064187.1625675,4.0,50.0,1,72.0783874,14.4877593,9.1907549,3.4031412,2.5919495
Giang/SNDO.NS/SNDO.NS 2024,2024,Sundrop Brands Ltd,SNDO.NS,1.7853990430308897,318.0,SNDO.NS,Sundrop Brands Ltd,India,Food Products,2024.0,1.6689259,32.1064113,8.3204591,0.0080075,0.1306289,0.6692975,0.2015986,0.0,3989233.4698654,0.0713977,0.1088954,0.2256344,15.4151355,-12861439.438268,5.0,11.1111111,1,47.881121,17.2526905,6.4842236,3.4308268,3.2018101
Giang/SOBH.NS/SOBH.NS 2020,2020,Sobha Ltd,SOBH.NS,2.65637968302087,320.0,SOBH.NS,Sobha Ltd,India,Real Estate Management & Development,2020.0,1.1759536,0.0,9.1971259,0.2657396,0.7669238,0.9566634,0.0231170,0.0,13157362.2106458,0.0733633,0.6511868,0.0410601,-42.1094148,8514978.7385318,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Giang/SOBH.NS/SOBH.NS 2019,2019,Sobha Ltd,SOBH.NS,2.3530754000338803,320.0,SOBH.NS,Sobha Ltd,India,Real Estate Management & Development,2019.0,1.2591412,0.0,9.1648899,0.2843369,0.7529447,0.9662712,0.0081419,0.0,-12868862.2516029,0.0057685,0.6088224,0.0432147,0.1505290,37389855.7073261,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Giang/SOBH.NS/SOBH.NS 2018,2018,Sobha Ltd,SOBH.NS,1.955002736327221,320.0,SOBH.NS,Sobha Ltd,India,Real Estate Management & Development,2018.0,1.1784173,0.0,9.1913115,0.2430825,0.7903229,0.9971456,0.0193619,0.0,8454755.7097427,0.0171504,0.6064265,0.026444,16.2383719,42930471.2344608,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Giang/SOBH.NS/SOBH.NS 2021,2021,Sobha Ltd,SOBH.NS,2.62532987450701,320.0,SOBH.NS,Sobha Ltd,India,Real Estate Management & Development,2021.0,1.2245991,0.0,9.1820284,0.242528,0.7541892,0.9545765,0.0159757,0.0,-3250664.6781219,0.0116370,0.6629379,0.0373777,16.9779638,22817760.9372159,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Giang/SOFT.NS/SOFT.NS 2018,2018,Sonata Software Ltd,SOFT.NS,1.0,321.0,SOFT.NS,Sonata Software Ltd,India,IT Services,2018.0,5.1361483,0.0,8.3441655,0.010222,0.4687713,0.9427496,0.2433549,0.0,-23090488.5805146,0.2482497,0.0,0.0147767,13.5604063,35975715.5247181,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Giang/SOFT.NS/SOFT.NS 2019,2019,Sonata Software Ltd,SOFT.NS,1.0,321.0,SOFT.NS,Sonata Software Ltd,India,IT Services,2019.0,5.2920096,0.0,8.3315797,0.1157962,0.5141173,0.8777554,0.4478672,0.0,26267372.8644817,0.2350855,0.0,0.073364,16.0971473,36760782.1273546,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Giang/SOFT.NS/SOFT.NS 2020,2020,Sonata Software Ltd,SOFT.NS,1.402523052980885,321.0,SOFT.NS,Sonata Software Ltd,India,IT Services,2020.0,4.4650091,0.0,8.425211,0.095027,0.4824954,0.9019924,0.6820030,0.0,36706455.0090925,0.4595692,0.0,0.0514402,16.3432853,33356577.3821732,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Giang/SOBH.NS/SOBH.NS 2022,2022,Sobha Ltd,SOBH.NS,2.3974335721613,320.0,SOBH.NS,Sobha Ltd,India,Real Estate Management & Development,2022.0,1.1822799,18.0027977,9.1853047,0.1717099,0.7486485,0.9336803,0.0296457,0.0,17078992.2103213,0.0223623,0.6959649,0.0336286,19.3929382,12683179.1626095,7.0,14.2857143,1,13.531856,16.5201494,7.609365,3.370596,5.8971419
Giang/SOFT.NS/SOFT.NS 2021,2021,Sonata Software Ltd,SOFT.NS,2.033767542636247,321.0,SOFT.NS,Sonata Software Ltd,India,IT Services,2021.0,3.5651834,0.0,8.5271734,0.0623868,0.5048509,0.8859882,0.5687563,0.0,12256690.9174271,0.4433091,0.0,0.0482586,26.5612540,49594605.6330977,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Giang/SOBH.NS/SOBH.NS 2023,2023,Sobha Ltd,SOBH.NS,2.233991005249816,320.0,SOBH.NS,Sobha Ltd,India,Real Estate Management & Development,2023.0,1.1193693,27.1441449,9.2157037,0.1454322,0.7597005,0.9304993,0.0053927,0.0,-19874625.074985,0.0043939,0.6845851,0.0349581,-9.6168239,5892381.5236953,5.0,16.6666667,1,15.7223397,12.6640624,9.1907549,3.4031412,2.5919495
Giang/SOBH.NS/SOBH.NS 2024,2024,Sobha Ltd,SOBH.NS,2.627274934468289,320.0,SOBH.NS,Sobha Ltd,India,Real Estate Management & Development,2024.0,0.9010453,41.6872337,9.3043471,0.0692238,0.6799372,0.9248605,0.0060352,0.0,1501696.8987712,0.0050328,0.6534015,0.0307219,27.7902505,11080866.0035108,5.0,16.6666667,1,61.7289267,12.0002678,6.4842236,3.4308268,3.2018101
Giang/SOFT.NS/SOFT.NS 2022,2022,Sonata Software Ltd,SOFT.NS,2.401224383161707,321.0,SOFT.NS,Sonata Software Ltd,India,IT Services,2022.0,2.2356735,66.5974667,8.7245152,0.1355328,0.4965319,0.7078427,0.1218908,0.0352798,-38496835.443038,0.3362868,0.0066148,0.030212,23.9189476,55002434.2745862,4.0,16.6666667,1,80.8114603,42.8498411,7.609365,3.370596,5.8971419
Giang/STYE.NS/STYE.NS 2018,2018,Styrenix Performance Materials Ltd,STYE.NS,1.0,326.0,STYE.NS,Styrenix Performance Materials Ltd,India,Chemicals,2018.0,3.3715973,65.099663,8.2099145,0.2365763,0.3406919,0.7666597,0.0270468,0.0312619,767866.435386,0.0405654,0.2837118,0.2641182,0.8641822,-1802153.8016768,4.0,14.2857143,1,56.7566743,63.9282693,6.4538513,3.2936397,3.8842403
Giang/SPRC.NS/SPRC.NS 2018,2018,Sun Pharma Advanced Research Co Ltd,SPRC.NS,1.6015262410546454,323.0,SPRC.NS,Sun Pharma Advanced Research Co Ltd,India,Pharmaceuticals,2018.0,9.269113,0.0,7.7604206,0.0041049,0.2385183,0.9296181,0.0036783,0.0,21191.0956924,0.6428428,0.0123932,0.203551,119.9246773,-21022087.3084707,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Giang/SOFT.NS/SOFT.NS 2024,2024,Sonata Software Ltd,SOFT.NS,2.4419404343109687,321.0,SOFT.NS,Sonata Software Ltd,India,IT Services,2024.0,2.0747942,69.4452986,8.7454522,0.1085181,0.554033,0.8639976,0.0815332,0.0200162,-26452896.4306612,0.1293293,0.0099345,0.021789,15.0302878,49698069.0462259,6.0,14.2857143,1,63.5180765,51.6796565,6.4842236,3.4308268,3.2018101
Giang/SPRC.NS/SPRC.NS 2019,2019,Sun Pharma Advanced Research Co Ltd,SPRC.NS,1.3541414036127188,323.0,SPRC.NS,Sun Pharma Advanced Research Co Ltd,India,Pharmaceuticals,2019.0,15.1533196,0.0,7.558482,0.2507473,0.8634893,0.8082218,0.0014969,0.0,358.4086655,0.0203800,0.0091061,0.3909493,-61.4257605,-41469661.3701831,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Giang/SPRC.NS/SPRC.NS 2020,2020,Sun Pharma Advanced Research Co Ltd,SPRC.NS,1.7815014067419312,323.0,SPRC.NS,Sun Pharma Advanced Research Co Ltd,India,Pharmaceuticals,2020.0,17.443486,0.0,7.4970046,1.0291332,1.0159428,0.5863971,0.0398733,0.0,1224031.6119064,0.0594431,0.003466,0.4140698,239.1972728,-20665162.639977,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Giang/SOFT.NS/SOFT.NS 2023,2023,Sonata Software Ltd,SOFT.NS,2.4806311700133263,321.0,SOFT.NS,Sonata Software Ltd,India,IT Services,2023.0,1.9572796,63.464281,8.7908274,0.1486584,0.6007395,0.8264548,0.0533802,0.0720317,14231553.6892622,0.2466570,0.0190324,0.0257772,13.9744037,37012597.4805039,6.0,14.2857143,1,54.8360476,45.0409952,9.1907549,3.4031412,2.5919495
Giang/SPRC.NS/SPRC.NS 2022,2022,Sun Pharma Advanced Research Co Ltd,SPRC.NS,1.917032336591388,323.0,SPRC.NS,Sun Pharma Advanced Research Co Ltd,India,Pharmaceuticals,2022.0,5.3728801,27.6196245,8.0044836,0.018883,0.2155645,0.5638731,0.0032613,0.1337026,-77969.8149951,1.3412522,0.0012839,0.1292339,60.7232158,-27091467.8675755,7.0,16.6666667,0,52.7524276,19.6849224,7.609365,3.370596,5.8971419
Giang/STYE.NS/STYE.NS 2020,2020,Styrenix Performance Materials Ltd,STYE.NS,1.345972363840033,326.0,STYE.NS,Styrenix Performance Materials Ltd,India,Chemicals,2020.0,2.9830297,64.9666166,8.2542532,0.0749153,0.2322607,0.7184328,0.0182116,0.1015125,18557173.5236611,0.2373897,0.2233444,0.3036654,6.4263229,38313739.9674583,5.0,16.6666667,1,62.3439867,60.4834183,-5.7777247,3.2803604,4.8148579
Giang/SPRC.NS/SPRC.NS 2023,2023,Sun Pharma Advanced Research Co Ltd,SPRC.NS,2.0295512504577613,323.0,SPRC.NS,Sun Pharma Advanced Research Co Ltd,India,Pharmaceuticals,2023.0,8.6776123,29.896204,7.7909372,0.1187301,0.5146332,0.6808805,0.0201069,0.0,569394.1211758,0.1865830,0.002872,0.2108876,-68.8136788,-46456376.7246551,5.0,16.6666667,0,41.8960639,31.5773744,9.1907549,3.4031412,2.5919495
Giang/SPRC.NS/SPRC.NS 2021,2021,Sun Pharma Advanced Research Co Ltd,SPRC.NS,1.7407525356210125,323.0,SPRC.NS,Sun Pharma Advanced Research Co Ltd,India,Pharmaceuticals,2021.0,14.6175513,0.0,7.5670367,0.2828224,0.6120651,0.6888648,0.0071412,0.0,-1064578.5189733,0.0660469,0.0038474,0.339606,-47.7183417,-26797318.6265339,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Giang/STYE.NS/STYE.NS 2021,2021,Styrenix Performance Materials Ltd,STYE.NS,1.2516023393642994,326.0,STYE.NS,Styrenix Performance Materials Ltd,India,Chemicals,2021.0,3.23036,67.2161911,8.2103307,0.0424316,0.2361387,0.7747462,0.0287529,0.1280289,3584255.3628787,0.1305956,0.2779836,0.2841926,28.6959488,42495052.7921751,5.0,16.6666667,1,74.6261269,59.0122935,9.6895925,3.3501731,8.3549077
Giang/STYE.NS/STYE.NS 2019,2019,Styrenix Performance Materials Ltd,STYE.NS,1.345972363840033,326.0,STYE.NS,Styrenix Performance Materials Ltd,India,Chemicals,2019.0,3.8504611,66.3116505,8.1463561,0.2120957,0.2786674,0.6594179,0.0107405,0.0,-5607927.4687056,0.0025856,0.2555446,0.3989537,-30.6382427,-1264067.5401219,5.0,16.6666667,1,67.8447384,62.0794862,3.8714369,3.3099342,2.4055172
Giang/SPRC.NS/SPRC.NS 2024,2024,Sun Pharma Advanced Research Co Ltd,SPRC.NS,1.8988151327437408,323.0,SPRC.NS,Sun Pharma Advanced Research Co Ltd,India,Pharmaceuticals,2024.0,13.4507112,34.4426203,7.5940238,0.8015119,1.115359,0.6773807,0.0052477,0.0,-393867.7589233,0.0037194,0.0058224,0.2958137,-7.3373262,-40083019.3095377,6.0,16.6666667,0,53.4278218,24.2370808,6.4842236,3.4308268,3.2018101
Giang/STYE.NS/STYE.NS 2022,2022,Styrenix Performance Materials Ltd,STYE.NS,1.3047355548122264,326.0,STYE.NS,Styrenix Performance Materials Ltd,India,Chemicals,2022.0,3.4066171,69.178303,8.1866643,0.027783,0.380302,0.876305,0.0139494,0.0760862,-7705245.8617332,0.0772908,0.274419,0.2544384,0.5758687,22275073.0282376,5.0,14.2857143,1,67.6797859,66.5045876,7.609365,3.370596,5.8971419
Giang/SUPI.NS/SUPI.NS 2018,2018,Supreme Industries Ltd,SUPI.NS,1.5030510468163778,328.0,SUPI.NS,Supreme Industries Ltd,India,Chemicals,2018.0,14.0161466,0.0,8.6691238,0.0502931,0.2897807,0.8702502,0.0342709,0.0,14455.0448106,0.0102800,0.238187,0.4928111,6.2728664,64849667.5339694,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Giang/STYE.NS/STYE.NS 2023,2023,Styrenix Performance Materials Ltd,STYE.NS,1.5639325884787176,326.0,STYE.NS,Styrenix Performance Materials Ltd,India,Chemicals,2023.0,4.3577251,59.9154501,8.095229,0.0263429,0.2471841,0.8141284,0.0454120,0.041268,-5794841.0317936,0.0864986,0.2616756,0.3115865,-7.6647922,20776244.7510498,7.0,12.5,0,47.5180275,58.5804398,9.1907549,3.4031412,2.5919495
Giang/SUPI.NS/SUPI.NS 2019,2019,Supreme Industries Ltd,SUPI.NS,1.6225714602526078,328.0,SUPI.NS,Supreme Industries Ltd,India,Chemicals,2019.0,13.9703412,0.0,8.6815481,0.1246856,0.3237715,0.8631377,0.1279042,0.0193559,24931968.7255253,0.0625340,0.2536962,0.4655579,-9.8114572,62044522.3208952,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Giang/STYE.NS/STYE.NS 2024,2024,Styrenix Performance Materials Ltd,STYE.NS,1.8416712120452,326.0,STYE.NS,Styrenix Performance Materials Ltd,India,Chemicals,2024.0,2.0123169,60.7844409,8.4283756,0.1733709,0.2882911,0.5878265,0.1478269,0.0,5052077.238151,0.1018422,0.3371492,0.3850602,30.9136887,27520187.2440023,8.0,12.5,1,31.0364608,60.1085623,6.4842236,3.4308268,3.2018101
Giang/SUPI.NS/SUPI.NS 2020,2020,Supreme Industries Ltd,SUPI.NS,2.154805894177505,328.0,SUPI.NS,Supreme Industries Ltd,India,Chemicals,2020.0,11.3254447,0.0,8.7675399,0.0087967,0.2260888,0.8698129,0.1001983,0.155176,74056906.9007479,0.2167684,0.1878406,0.409621,18.8041106,133740787.836526,0.0,0.0,0,0.0,0.0,-5.7777247,3.2803604,4.8148579
Giang/SUPI.NS/SUPI.NS 2021,2021,Supreme Industries Ltd,SUPI.NS,2.453674293237176,328.0,SUPI.NS,Supreme Industries Ltd,India,Chemicals,2021.0,10.1206449,0.0,8.8183613,0.0091436,0.2002374,0.8687376,0.0928566,0.0853005,-31945392.3116043,0.1167915,0.2632154,0.3834027,17.8174600,127593166.924457,0.0,0.0,0,0.0,0.0,9.6895925,3.3501731,8.3549077
Giang/SUPI.NS/SUPI.NS 2022,2022,Supreme Industries Ltd,SUPI.NS,2.89379777164564,328.0,SUPI.NS,Supreme Industries Ltd,India,Chemicals,2022.0,9.7339752,0.0,8.8407738,0.0089863,0.199483,0.8791115,0.1031077,0.1090299,26666260.9542356,0.1364618,0.258009,0.3762587,9.3638080,105322541.382668,0.0,0.0,0,0.0,0.0,7.609365,3.370596,5.8971419
Giang/SUPI.NS/SUPI.NS 2023,2023,Supreme Industries Ltd,SUPI.NS,2.978790749721411,328.0,SUPI.NS,Supreme Industries Ltd,India,Chemicals,2023.0,8.5396547,43.6869462,8.8957141,0.0083988,0.1941453,0.8796583,0.1612794,0.1484568,52855428.9142172,0.2040111,0.2162481,0.3674064,8.5635385,128340731.853629,6.0,12.5,1,56.3249517,36.180942,9.1907549,3.4031412,2.5919495
Giang/SUPI.NS/SUPI.NS 2024,2024,Supreme Industries Ltd,SUPI.NS,3.752848121399128,328.0,SUPI.NS,Supreme Industries Ltd,India,Chemicals,2024.0,7.9066246,49.7822204,8.923675,0.010575,0.1833598,0.8719036,0.1917461,0.0965579,-27430076.067876,0.1404756,0.1981286,0.4215047,0.5453315,112449385.605617,5.0,12.5,1,39.3259669,52.2889916,6.4842236,3.4308268,3.2018101
Giang/SUZL.NS/SUZL.NS 2018,2018,Suzlon Energy Ltd,SUZL.NS,1.3951645329644942,329.0,SUZL.NS,Suzlon Energy Ltd,India,Electrical Equipment,2018.0,7.1107582,55.618314,9.1079876,1.3022373,1.2342826,0.6304055,0.0068151,0.0,-73207574.4434808,0.0063153,0.3284815,0.153947,-41.7328642,-221319745.591211,4.0,16.6666667,0,45.8708365,49.6337535,6.4538513,3.2936397,3.8842403
Giang/SUZL.NS/SUZL.NS 2019,2019,Suzlon Energy Ltd,SUZL.NS,1.2833076593720396,329.0,SUZL.NS,Suzlon Energy Ltd,India,Electrical Equipment,2019.0,10.8249145,52.1229181,8.9379512,2.0228319,2.5335809,0.9447208,0.0049761,0.0,1023455.8559994,0.0085229,0.3147749,0.177404,-46.3922354,-357265740.113894,4.0,18.1818182,0,33.9223692,51.1186975,3.8714369,3.3099342,2.4055172
Giang/SUZL.NS/SUZL.NS 2020,2020,Suzlon Energy Ltd,SUZL.NS,1.1451100889651638,329.0,SUZL.NS,Suzlon Energy Ltd,India,Electrical Equipment,2020.0,10.4471431,63.5775447,8.9554785,0.9947569,0.57775,0.3835211,0.0688294,0.0,24634589.8792677,0.0414039,0.3291517,0.1574346,15.6953034,13719458.0034729,5.0,12.5,0,60.0913835,58.6401505,-5.7777247,3.2803604,4.8148579
Giang/SUZL.NS/SUZL.NS 2021,2021,Suzlon Energy Ltd,SUZL.NS,1.1239044663399975,329.0,SUZL.NS,Suzlon Energy Ltd,India,Electrical Equipment,2021.0,10.7081618,64.2489444,8.9309806,0.9985112,0.6539755,0.423415,0.1181820,0.0,31347247.8768508,0.0730491,0.3409958,0.1424803,90.6875486,-21895511.8087413,6.0,10.0,0,62.8299595,57.0630228,9.6895925,3.3501731,8.3549077
Giang/TACN.NS/TACN.NS 2018,2018,Tata Consumer Products Ltd,TACN.NS,2.563447660128328,333.0,TACN.NS,Tata Consumer Products Ltd,India,Food Products,2018.0,7.680444,0.0,9.1989859,0.1043175,0.1343795,0.4075209,0.2464114,0.0552907,5682278.1150622,0.1389821,0.1471708,0.1117224,0.1398243,68492338.8262504,0.0,0.0,0,0.0,0.0,6.4538513,3.2936397,3.8842403
Giang/SUZL.NS/SUZL.NS 2022,2022,Suzlon Energy Ltd,SUZL.NS,1.1324215727825564,329.0,SUZL.NS,Suzlon Energy Ltd,India,Electrical Equipment,2022.0,13.6603934,60.9497716,8.8275445,0.3508576,0.4889741,0.6104529,0.1360009,0.0,-16202531.6455696,0.0524073,0.3307993,0.1414025,-15.7380812,351422833.495618,6.0,10.0,0,48.8529025,57.6597177,7.609365,3.370596,5.8971419
Giang/SUZL.NS/SUZL.NS 2023,2023,Suzlon Energy Ltd,SUZL.NS,1.1967026411283617,329.0,SUZL.NS,Suzlon Energy Ltd,India,Electrical Equipment,2023.0,10.434358,53.3177817,8.9351596,0.0209276,0.4191171,0.9233255,0.1418615,0.0,7142171.5656869,0.0776656,0.319304,0.1150185,7.6888512,79226154.7690462,5.0,10.0,0,25.9503051,58.9379551,9.1907549,3.4031412,2.5919495
Giang/TACN.NS/TACN.NS 2019,2019,Tata Consumer Products Ltd,TACN.NS,2.321585156060036,333.0,TACN.NS,Tata Consumer Products Ltd,India,Food Products,2019.0,5.0259029,0.0,9.3902475,0.085735,0.1069363,0.4220797,0.1862276,0.0407078,20158496.2765322,0.1682389,0.0925292,0.0858539,22.0473150,71043234.7045784,0.0,0.0,0,0.0,0.0,3.8714369,3.3099342,2.4055172
Giang/TACN.NS/TACN.NS 2020,2020,Tata Consumer Products Ltd,TACN.NS,1.844764101800276,333.0,TACN.NS,Tata Consumer Products Ltd,India,Food Products,2020.0,4.5392884,56.5694255,9.4424138,0.0806458,0.1527686,0.5408609,0.1734551,0.0743113,120847177.215363,0.1327250,0.1110374,0.0840374,23.9998954,135880607.626783,7.0,22.2222222,1,55.6031902,51.9186605,-5.7777247,3.2803604,4.8148579
Giang/TACN.NS/TACN.NS 2021,2021,Tata Consumer Products Ltd,TACN.NS,1.59909607098826,333.0,TACN.NS,Tata Consumer Products Ltd,India,Food Products,2021.0,4.4346039,59.5935338,9.4443946,0.0668642,0.1502359,0.5309247,0.2005220,0.0408091,-104882123.386393,0.0828571,0.1073281,0.0979368,3.1959614,142151528.166806,7.0,12.5,1,48.3986244,59.6564757,9.6895925,3.3501731,8.3549077
Giang/SUZL.NS/SUZL.NS 2024,2024,Suzlon Energy Ltd,SUZL.NS,1.1600550924521742,329.0,SUZL.NS,Suzlon Energy Ltd,India,Electrical Equipment,2024.0,5.8765793,62.7754288,9.1808792,0.0249367,0.456391,0.8629636,0.1881484,0.0,80279695.7284962,0.1826276,0.2495102,0.0702746,62.9198256,242437682.855471,6.0,12.5,0,31.4001808,72.6270629,6.4842236,3.4308268,3.2018101
Giang/TACN.NS/TACN.NS 2022,2022,Tata Consumer Products Ltd,TACN.NS,1.6583304446611,333.0,TACN.NS,Tata Consumer Products Ltd,India,Food Products,2022.0,4.4245596,64.1127499,9.4434864,0.070143,0.1720511,0.6006164,0.1890473,0.0349658,-10555014.6056475,0.1023165,0.1184365,0.0997241,2.4775712,163889970.788705,6.0,12.5,1,52.1366262,69.1917307,7.609365,3.370596,5.8971419
Giang/TCS.NS/TCS.NS 2018,2018,Tata Consultancy Services Ltd,TCS.NS,2.2840115396216305,338.0,TCS.NS,Tata Consultancy Services Ltd,India,IT Services,2018.0,7.5118556,73.2644137,10.220502,0.0005394,0.19213,0.8661411,0.2939232,0.0063771,338392599.017057,0.3696016,8.7e-05,0.0989534,11.9754712,4562301243.133849,6.0,18.1818182,1,56.1541184,73.213603,6.4538513,3.2936397,3.8842403
Giang/TACN.NS/TACN.NS 2023,2023,Tata Consumer Products Ltd,TACN.NS,2.1021657668841147,333.0,TACN.NS,Tata Consumer Products Ltd,India,Food Products,2023.0,3.6348419,74.0980722,9.5265771,0.1240936,0.2209451,0.5174701,0.2197368,0.0384341,33768446.3107378,0.1163445,0.0988314,0.0947295,8.7468613,156087582.483503,7.0,12.5,1,72.7582716,84.1908844,9.1907549,3.4031412,2.5919495
Giang/TCS.NS/TCS.NS 2019,2019,Tata Consultancy Services Ltd,TCS.NS,2.315766129842937,338.0,TCS.NS,Tata Consultancy Services Ltd,India,IT Services,2019.0,7.8123713,80.4766883,10.2054374,0.0676102,0.2238232,0.735866,0.3045455,0.0033499,188761897.176536,0.2843498,0.0011911,0.1641122,-1.5930159,4307142951.95996,7.0,22.2222222,1,72.2728038,73.2626575,3.8714369,3.3099342,2.4055172
