Code,Company,Country,,,
TWHB.KL,Ta Win Holdings Bhd,Malaysia,,,
TDMS.KL,TDM Bhd,Malaysia,,,
IWCI.KL,Iskandar Waterfront City Bhd,Malaysia,,,
FAST.KL,Fast Energy Holdings Bhd,Malaysia,,,
XOXN.KL,XOX Networks Bhd,Malaysia,,,
TENA.KL,Tenaga Nasional Bhd,Malaysia,,,
TEXC.KL,Texchem Resources Bhd,Malaysia,,,
TXCY.KL,Tex Cycle Technology (M) Bhd,Malaysia,,,
TGIB.KL,Thong Guan Industries Bhd,Malaysia,,,
THPB.KL,TH Plantations Bhd,Malaysia,,,
TCOM.KL,TIME dotCom Bhd,Malaysia,,,
DNEX.KL,Dagang NeXchange Bhd,Malaysia,,,
TLMM.KL,Telekom Malaysia Bhd,Malaysia,,,
TMCN.KL,TMC Life Sciences Bhd,Malaysia,,,
AXIA.KL,Axiata Group Bhd,Malaysia,,,
TNTT.KL,Tiong Nam Logistics Holdings Bhd,Malaysia,,,
TMEI.KL,Tomei Consolidated Bhd,Malaysia,,,
TOMY.KL,Tomypak Holdings Bhd,Malaysia,,,
THRB.KL,Tong Herr Resources Bhd,Malaysia,,,
TPGC.KL,Top Glove Corporation Bhd,Malaysia,,,
TRCG.KL,TRC Synergy Bhd,Malaysia,,,
TSHR.KL,TSH Resources Bhd,Malaysia,,,
UCHI.KL,Uchi Technologies Bhd,Malaysia,,,
UULI.KL,United U-LI Corporation Bhd,Malaysia,,,
UNSM.KL,Unisem (M) Bhd,Malaysia,,,
UPAB.KL,UPA Corporation Bhd,Malaysia,,,
UTPS.KL,United Plantations Bhd,Malaysia,,,
MGBB.KL,MGB Bhd,Malaysia,,,
VSDY.KL,VisDynamics Holdings Bhd,Malaysia,,,
VTRX.KL,ViTrox Corporation Bhd,Malaysia,,,
SYST.KL,Systech Bhd,Malaysia,,,
VSID.KL,VS Industry Bhd,Malaysia,,,
WGZH.KL,Wang-Zheng Bhd,Malaysia,,,
WASC.KL,Wasco Bhd,Malaysia,,,
WCTE.KL,WCT Holdings Bhd,Malaysia,,,
WCAL.KL,Wellcall Holdings Bhd,Malaysia,,,
WLOW.KL,Willowglen MSC Bhd,Malaysia,,,
WTKH.KL,W T K Holdings Bhd,Malaysia,,,
CITA.KL,Citaglobal Bhd,Malaysia,,,
YGLC.KL,Ygl Convergence Bhd,Malaysia,,,
YINS.KL,Yinson Holdings Berhad,Malaysia,,,
YSPS.KL,YSP Southeast Asia Holding Bhd,Malaysia,,,
YTLS.KL,YTL Corporation Bhd,Malaysia,,,
YTLP.KL,YTL Power International Bhd,Malaysia,,,
ZHCO.KL,Zhulian Corp Bhd,Malaysia,,,
CSTH.KL,CSC Steel Holdings Bhd,Malaysia,,,
LCBH.KL,Luxchem Corporation Bhd,Malaysia,,,
INNY.KL,Innity Corporation Bhd,Malaysia,,,
UZMA.KL,Uzma Bhd,Malaysia,,,
TSCP.KL,Teo Seng Capital Bhd,Malaysia,,,
UMSB.KL,UEM Sunrise Bhd,Malaysia,,,
SAHB.KL,Samchem Holdings Bhd,Malaysia,,,
GENP.KL,Genting Plantations Bhd,Malaysia,,,
GENM.KL,Genting Malaysia Bhd,Malaysia,,,
ROHA.KL,Rohas Tecnic Bhd,Malaysia,,,
HEIN.KL,Heineken Malaysia Bhd,Malaysia,,,
MIKB.KL,Mikro MSC Bhd,Malaysia,,,
HEXT.KL,Hextar Global Bhd,Malaysia,,,
KELG.KL,Kelington Group Bhd,Malaysia,,,
MXSC.KL,Maxis Bhd,Malaysia,,,
DGBA.KL,DGB Asia Bhd,Malaysia,,,
NETX.KL,NetX Holdings Bhd,Malaysia,,,
ANCO.KL,Ancom Logistics Bhd,Malaysia,,,
JCYI.KL,JCY International Bhd,Malaysia,,,
HOME.KL,Homeritz Corporation Bhd,Malaysia,,,
VSTE.KL,VSTECS Bhd,Malaysia,,,
OVER.KL,Oversea Enterprise Bhd,Malaysia,,,
SUNW.KL,Sunway Real Estate Investment Trust,Malaysia,,,
CLOD.KL,Cloudpoint Technology Bhd,Malaysia,,,
DCHE.KL,DC Healthcare Holdings Bhd,Malaysia,,,
MKHO.KL,MKH Oil Palm (East Kalimantan) Bhd,Malaysia,,,
MYMB.KL,MYMBN Bhd,Malaysia,,,
KGWG.KL,KGW Group Bhd,Malaysia,,,
GLOS.KL,Glostrext Bhd,Malaysia,,,
SSFH.KL,SSF Home Group Bhd,Malaysia,,,
MINO.KL,Minox International Group Bhd,Malaysia,,,
PLYT.KL,PLYTEC Holding Bhd,Malaysia,,,
PAND.KL,Panda Eco System Bhd,Malaysia,,,
CRIT.KL,Critical Holdings Bhd,Malaysia,,,
HEGR.KL,He Group Bhd,Malaysia,,,
KJTS.KL,KJTS Group Berhad,Malaysia,,,
TSAG.KL,TSA Group Bhd,Malaysia,,,
AGXG.KL,AGX Group Bhd,Malaysia,,,
PROL.KL,Prolintas Infra Business Trust,Malaysia,,,
WENT.KL,Wentel Engineering Holdings Bhd,Malaysia,,,
TOPM.KL,Topmix Bhd,Malaysia,,,
ALPA.KL,Alpha IVF Group Bhd,Malaysia,,,
SPEE.KL,99 Speed Mart Retail Holdings Bhd,Malaysia,,,
SINK.KL,Sin-Kung Logistics Bhd,Malaysia,,,
PGOLD.PS,Puregold Price Club Inc,Philippines,,,
EMI.PS,Emperador Inc,Philippines,,,
GTCAP.PS,GT Capital Holdings Inc,Philippines,,,
RRHI.PS,Robinsons Retail Holdings Inc,Philippines,,,
DMW.PS,D.M. Wenceslao & Associates Inc,Philippines,,,
WLCON.PS,Wilcon Depot Inc,Philippines,,,
MONDE.PS,Monde Nissin Corp,Philippines,,,
CNVRG.PS,Converge Information and Communications Technology Solutions Inc,Philippines,,,
BLOOM.PS,Bloomberry Resorts Corp,Philippines,,,
AC.PS,Ayala Corp,Philippines,,,
AEV.PS,Aboitiz Equity Ventures Inc,Philippines,,,
AGI.PS,Alliance Global Group Inc,Philippines,,,
ALI.PS,Ayala Land Inc,Philippines,,,
AP.PS,Aboitiz Power Corp,Philippines,,,
DMC.PS,DMCI Holdings Inc,Philippines,,,
GLO.PS,Globe Telecom Inc,Philippines,,,
ICT.PS,International Container Terminal Services Inc,Philippines,,,
JFC.PS,Jollibee Foods Corp,Philippines,,,
JGS.PS,JG Summit Holdings Inc,Philippines,,,
MEG.PS,Megaworld Corp,Philippines,,,
MER.PS,Manila Electric Co,Philippines,,,
MWC.PS,Manila Water Company Inc,Philippines,,,
RLC.PS,Robinsons Land Corp,Philippines,,,
SCC.PS,Semirara Mining and Power Corporation,Philippines,,,
SM.PS,SM Investments Corp,Philippines,,,
SMC.PS,San Miguel Corp,Philippines,,,
SMPH.PS,SM Prime Holdings Inc,Philippines,,,
ACEN.PS,Acen Corp,Philippines,,,
LTG.PS,LT Group Inc,Philippines,,,
TEL.PS,PLDT Inc,Philippines,,,
URC.PS,Universal Robina Corp,Philippines,,,
LHCJ.J,Life Healthcare Group Holdings Ltd,South Africa,,,
BTNJ.J,Burstone Group Ltd,South Africa,,,
MPTJ.J,Mpact Ltd,South Africa,,,
NTUJ.J,Nutun Ltd,South Africa,,,
ATTJ.J,Attacq Ltd,South Africa,,,
EQUJ.J,Equites Property Fund Ltd,South Africa,,,
DCPJ.J,Dis-Chem Pharmacies Ltd,South Africa,,,
BIDJ.J,Bid Corporation Ltd,South Africa,,,
NRPJ.J,Nepi Rockcastle NV,South Africa,,,
PPHJ.J,Pepkor Holdings Ltd,South Africa,,,
CAAJ.J,CA Sales Holdings Ltd,South Africa,,,
TGAJ.J,Thungela Resources Ltd,South Africa,,,
SSWJ.J,Sibanye Stillwater Ltd,South Africa,,,
SSUJ.J,Southern Sun Ltd,South Africa,,,
MTHJ.J,Motus Holdings Ltd,South Africa,,,
MCGJ.J,MultiChoice Group Ltd,South Africa,,,
ACLJ.J,Arcelormittal South Africa Ltd,South Africa,,,
ADHJ.J,Advtech Ltd,South Africa,,,
ADRJ.J,Adcorp Holdings,South Africa,,,
AEGJ.J,Aveng Ltd,South Africa,,,
AFEJ.J,AECI Ltd,South Africa,,,
VALJ.J,Valterra Platinum Ltd,South Africa,,,
APNJ.J,Aspen Pharmacare Holdings Ltd,South Africa,,,
ARIJ.J,African Rainbow Minerals Ltd,South Africa,,,
ARLJ.J,Astral Foods Ltd,South Africa,,,
AELJ.J,Altron Ltd,South Africa,,,
AVIJ.J,Avi Ltd,South Africa,,,
BAWJ.J,Barloworld Ltd,South Africa,,,
BELJ.J,Bell Equipment Ltd,South Africa,,,
BLUJ.J,Blu Label Unlimited Group Ltd,South Africa,,,
BRTJ.J,Brimstone Investment Corporation Ltd,South Africa,,,
BVTJ.J,Bidvest Group Ltd,South Africa,,,
CLHJ.J,City Lodge Hotels Ltd,South Africa,,,
CSBJ.J,Cashbuild Ltd,South Africa,,,
DRDJ.J,DRDGOLD Ltd,South Africa,,,
DTCJ.J,Datatec Ltd,South Africa,,,
EMIJ.J,Emira Property Fund Ltd,South Africa,,,
IOCJ.J,iOCO Ltd,South Africa,,,
EXXJ.J,Exxaro Resources Ltd,South Africa,,,
FBRJ.J,Famous Brands Ltd,South Africa,,,
TFGJ.J,Foschini Group Ltd,South Africa,,,
TSGJ.J,Tsogo Sun Ltd,South Africa,,,
GFIJ.J,Gold Fields Ltd,South Africa,,,
GNDJ.J,Grindrod Ltd,South Africa,,,
GRTJ.J,Growthpoint Properties Ltd,South Africa,,,
HARJ.J,Harmony Gold Mining Company Ltd,South Africa,,,
HCIJ.J,Hosken Consolidated Investments Ltd,South Africa,,,
HDCJ.J,Hudaco Industries Ltd,South Africa,,,
HLMJ.J,Hulamin Ltd,South Africa,,,
HYPJ.J,Hyprop Investments Ltd,South Africa,,,
IMPJ.J,Impala Platinum Holdings Ltd,South Africa,,,
IVTJ.J,Invicta Holdings Ltd,South Africa,,,
KAPJ.J,Kap Ltd,South Africa,,,
KIOJ.J,Kumba Iron Ore Ltd,South Africa,,,
LEWJ.J,Lewis Group Ltd,South Africa,,,
MRPJ.J,Mr Price Group Ltd,South Africa,,,
MRFJ.J,Merafe Resources Ltd,South Africa,,,
MTAJ.J,Metair Investments Ltd,South Africa,,,
MTNJ.J,MTN Group Ltd,South Africa,,,
MURJ.J,Murray & Roberts Holdings Ltd,South Africa,,,
NPHJ.J,Northam Platinum Holdings Ltd,South Africa,,,
NPKJ.J,Nampak Ltd,South Africa,,,
NPNJn.J,Naspers Ltd,South Africa,,,
NTCJ.J,Netcare Ltd,South Africa,,,
OMNJ.J,Omnia Holdings Ltd,South Africa,,,
PIKJ.J,Pick N Pay Stores Ltd,South Africa,,,
PPCJ.J,PPC Ltd,South Africa,,,
RBXJ.J,Raubex Group Ltd,South Africa,,,
RCLJ.J,RCL Foods Ltd,South Africa,,,
RDFJ.J,Redefine Properties Ltd,South Africa,,,
RESJ.J,Resilient Reit Ltd,South Africa,,,
RLOJ.J,Reunert Ltd,South Africa,,,
SACJ.J,SA Corporate Real Estate Ltd,South Africa,,,
SAPJ.J,Sappi Ltd,South Africa,,,
SHPJ.J,Shoprite Holdings Ltd,South Africa,,,
SOLJ.J,Sasol Ltd,South Africa,,,
SPGJ.J,Super Group Ltd,South Africa,,,
SPPJ.J,SPAR Group Ltd,South Africa,,,
SUIJ.J,Sun International Ltd,South Africa,,,
TBSJ.J,Tiger Brands Ltd,South Africa,,,
TKGJ.J,Telkom SA SOC Ltd,South Africa,,,
TONJ.J,Tongaat Hulett Ltd,South Africa,,,
TRUJ.J,Truworths International Ltd,South Africa,,,
VKEJ.J,Vukile Property Fund Ltd,South Africa,,,
WBOJ.J,Wilson Bayly Holmes - Ovcon Ltd,South Africa,,,
WHLJ.J,Woolworths Holdings Ltd,South Africa,,,
GPLJ.J,Grand Parade Investments Ltd,South Africa,,,
AIPJ.J,Adcock Ingram Holdings Ltd,South Africa,,,
SSKJ.J,Stefanutti Stocks Holdings Ltd,South Africa,,,
SURJ.J,Spur Corporation Ltd,South Africa,,,
WEZJ.J,Wesizwe Platinum Ltd,South Africa,,,
GMLJ.J,Gemfields Group Ltd,South Africa,,,
OCEJ.J,Oceana Group Ltd,South Africa,,,
OCTJ.J,Octodec Investments Ltd,South Africa,,,
VODJ.J,Vodacom Group Ltd,South Africa,,,
CLSJ.J,Clicks Group Ltd,South Africa,,,
FFBJ.J,Fortress Real Estate Investments Ltd,South Africa,,,
WBCJ.J,We Buy Cars Holdings Ltd,South Africa,,,
